Fatal,Injured,LightingCondition,RoadSurface,latitude,longitude
0,1,Dusk - dawn,Dry,37.7585462,-122.4637899
0,1,Dark - street lights,Wet,37.7814219,-122.4092577
0,1,Daylight,Dry,37.784926,-122.3958826
0,1,Daylight,Dry,37.6858451,-122.487216
0,1,Daylight,Dry,37.7774298,-122.4069904
0,1,Daylight,Dry,37.7774298,-122.4069904
0,1,Daylight,Dry,37.7683794,-122.4185497
0,1,Dark - street lights,Dry,37.7755322,-122.406273
0,1,Daylight,Dry,37.8043664,-122.4235021
0,1,Dark - street lights,Dry,37.7661371,-122.4288136
0,1,Daylight,Dry,37.7453305,-122.4200646
0,1,Daylight,Dry,37.773285,-122.412225
0,1,Daylight,Dry,37.7659476,-122.4782445
0,0,Daylight,Dry,37.7784463,-122.4098875
0,1,Daylight,Dry,37.7431247,-122.4214908
0,1,Dark - street lights,Dry,37.7683576,-122.4078541
0,1,Dusk - dawn,Dry,37.7725157,-122.4423849
0,1,Daylight,Dry,37.7888127,-122.4019875
0,1,Daylight,Dry,37.7787499,-122.4147239
0,1,Daylight,Dry,37.7932543,-122.3999798
0,1,Daylight,Dry,37.7692605,-122.5083294
0,1,Daylight,Dry,37.7888127,-122.4019875
0,1,Daylight,Dry,37.773072,-122.4031728
0,1,Daylight,Dry,37.7632962,-122.421752
0,1,Daylight,Dry,37.7622928,-122.4384808
0,1,Daylight,Dry,37.8080311,-122.4174509
0,1,Daylight,Dry,37.7797784,-122.4303047
0,1,Daylight,Dry,37.7250658,-122.413475
0,2,Daylight,Dry,37.7944763,-122.4048162
0,1,Daylight,Dry,37.7947274,-122.4031207
0,1,Daylight,Dry,37.7817178,-122.406676
0,1,Daylight,Wet,37.7497104,-122.3962653
0,1,Daylight,Dry,37.7908385,-122.3994555
0,1,Daylight,Dry,37.75416999999999,-122.4131527
0,1,Dark - street lights,Dry,37.7649061,-122.4218982
0,1,Daylight,Dry,37.73102009999999,-122.4719164
0,1,Daylight,Dry,37.7684578,-122.397429
0,1,Daylight,Dry,37.7463743,-122.4222581
0,1,Daylight,Dry,37.7695284,-122.450716
0,1,Daylight,Dry,37.7963529,-122.4117056
0,1,Daylight,Dry,37.7803142,-122.4185632
0,1,Daylight,Dry,37.7706682,-122.4124673
0,1,Daylight,Dry,37.7661371,-122.4288136
0,1,Daylight,Dry,37.7200229,-122.4383279
0,1,Daylight,Dry,37.7440347,-122.4542788
0,1,Daylight,Dry,37.7316292,-122.391893
0,1,Daylight,Dry,37.7780608,-122.3917637
0,1,Daylight,Dry,37.7832462,-122.4090403
0,1,Dark - street lights,Dry,37.7876818,-122.403397
0,1,Dark - street lights,Dry,37.7745842,-122.4811275
0,1,Daylight,Dry,37.7800837,-122.4354173
0,1,Dark - street lights,Dry,37.7868566,-122.4199049
0,0,Dark - street lights,Dry,37.7822646,-122.4102691
0,1,Daylight,Dry,37.7797645,-122.4071059
0,0,Daylight,Dry,37.73102009999999,-122.4719164
0,1,,Dry,38.7985123,-83.54532119999999
0,1,Daylight,Dry,37.7973385,-122.397142
0,1,Dark - street lights,Dry,37.7864392,-122.4079991
0,1,Daylight,Dry,37.7751326,-122.4191837
0,1,Dark - street lights,Dry,37.7545666,-122.4065016
0,1,Daylight,Dry,37.7729898,-122.4458971
0,1,Dark - street lights,Dry,37.7854682,-122.4195957
0,1,Dark - street lights,Dry,37.7329447,-122.3788611
0,1,Daylight,Dry,37.7558338,-122.4122209
0,2,Daylight,Dry,37.7729898,-122.4458971
0,1,Dark - street lights,Dry,37.776658,-122.4398343
0,1,Dark - street lights,Dry,37.78417450000001,-122.4786118
0,1,Dark - street lights,Dry,37.7754586,-122.4105737
0,1,Daylight,Dry,37.7876185,-122.4251491
0,1,Daylight,Dry,37.778389,-122.448879
0,1,Dark - street lights,Dry,37.7919285,-122.402595
0,1,Daylight,Dry,37.7576968,-122.421208
0,1,Daylight,Dry,37.73102009999999,-122.4719164
0,1,Daylight,Dry,37.7663834,-122.4529834
0,1,Dark - street lights,Dry,37.7789341,-122.4369007
0,1,Dark - street lights,Dry,37.7705053,-122.4798826
0,1,Daylight,Dry,37.7863198,-122.4241779
0,1,Dusk - dawn,Dry,37.7731433,-122.4373674
0,1,Daylight,Dry,37.7660773,-122.4773026
0,1,Daylight,Dry,37.73449919999999,-122.4338699
0,1,Dusk - dawn,Dry,37.784489,-122.431353
0,1,Dark - street lights,Dry,37.7482566,-122.411481
0,1,Daylight,Dry,37.7802632,-122.482614
0,1,Daylight,Dry,37.7863607,-122.3976602
0,1,Dark - street lights,Dry,37.7763916,-122.4823525
0,1,Dark - street lights,Dry,37.7702196,-122.4453384
0,1,Daylight,Dry,37.760489,-122.4100074
0,1,Dark - street lights,Dry,37.7892676,-122.4085829
0,1,Dark - street lights,Dry,37.7422044,-122.4220943
0,1,Daylight,Dry,37.7958837,-122.4082244
0,1,Daylight,Dry,37.7724353,-122.4226112
0,1,Daylight,Dry,37.7843238,-122.4396334
0,1,Daylight,Dry,37.72864089999999,-122.3731482
0,1,Daylight,Dry,37.7711983,-122.4302345
0,1,Daylight,Dry,37.7682375,-122.4533534
0,1,Dark - street lights,Dry,37.794105,-122.393874
0,1,Daylight,Dry,37.7754588,-122.3875922
0,1,Daylight,Dry,37.7834507,-122.4090806
0,1,Daylight,Wet,37.7785232,-122.4055826
0,1,Daylight,Dry,37.7832462,-122.4090403
0,1,Daylight,Dry,37.7887591,-122.4202797
0,1,Daylight,Dry,37.7544037,-122.404488
0,1,Daylight,Dry,37.77994940000001,-122.3896419
0,1,Daylight,Dry,37.7698864,-122.422401
0,1,Dark - street lights,Dry,37.7837953,-122.4176658
0,1,Dark - street lights,Dry,37.783882,-122.485011
0,1,Daylight,,37.7234464,-122.439889
0,1,Daylight,Dry,37.7649061,-122.4218982
0,1,Daylight,Dry,37.7593693,-122.4069465
0,1,Daylight,Dry,37.7821,-122.4121502
0,1,Dark - street lights,Dry,37.7440518,-122.4208999
0,1,Daylight,Dry,37.7917852,-122.3982549
0,1,Daylight,Dry,37.7750051,-122.4131347
0,1,Daylight,Dry,37.7871109,-122.3879541
0,1,Daylight,Dry,37.78912,-122.402029
0,1,Daylight,Dry,37.797603,-122.4090421
0,1,Dark - no street lights,Dry,37.7625436,-122.4340153
0,1,Daylight,Dry,37.77619809999999,-122.4054379
0,1,Daylight,Dry,37.7362975,-122.3916402
0,2,Daylight,Dry,37.7753174,-122.4158955
0,1,Dark - street lights,Dry,37.7550911,-122.4243076
0,1,Daylight,Dry,37.8081363,-122.4090752
0,1,Daylight,Dry,37.7725583,-122.4069208
0,0,Daylight,Dry,37.7888127,-122.4019875
0,1,Dusk - dawn,Dry,37.7825758,-122.4308751
0,1,Daylight,Dry,37.7833201,-122.4175543
0,1,Daylight,Dry,37.7882827,-122.438773
0,1,Daylight,Dry,37.7834507,-122.4090806
0,1,Daylight,Dry,37.7723207,-122.4196911
0,1,Daylight,Dry,37.7360943,-122.506205
0,1,Daylight,Dry,37.740167,-122.435896
0,1,Daylight,Dry,37.800408,-122.447447
0,1,Daylight,Dry,37.7850051,-122.4195078
0,1,Daylight,Dry,37.7797081,-122.4235269
0,1,Daylight,Dry,37.7892676,-122.4085829
0,1,Daylight,Dry,37.7701069,-122.4537263
0,1,Daylight,Dry,37.7092313,-122.416826
0,1,Daylight,Dry,37.7729898,-122.4458971
0,1,Daylight,Dry,37.787699,-122.4132971
0,1,Daylight,Dry,37.7717936,-122.4236635
0,1,Daylight,Dry,37.761652,-122.390573
0,1,Daylight,Dry,37.7785281,-122.4055874
0,1,Daylight,Dry,37.7627184,-122.4351786
0,1,Daylight,Dry,37.793527,-122.396797
0,1,Dark - street lights,Dry,37.7211553,-122.4374685
0,1,Dark - street lights,Dry,37.7632962,-122.421752
0,1,Daylight,Dry,37.7827554,-122.4064319
0,1,Daylight,Dry,37.7430565,-122.4755984
0,0,Daylight,Dry,37.7560022,-122.4094619
0,1,Daylight,Dry,37.7492186,-122.3926967
0,1,Daylight,Dry,37.7790595,-122.4018195
0,1,Dark - street lights,Dry,37.7815217,-122.4048923
0,1,Daylight,Dry,37.7752462,-122.4584421
0,1,Daylight,Dry,37.7767714,-122.4078245
0,1,Daylight,Dry,37.7742809,-122.404748
0,1,Daylight,Dry,37.7850051,-122.4195078
0,1,Daylight,Dry,37.7682842,-122.4200074
0,1,Daylight,Dry,37.7840284,-122.4080265
0,1,Daylight,Dry,37.7981376,-122.4272749
0,1,Daylight,Dry,37.7910818,-122.3991591
0,1,Daylight,Dry,37.759675,-122.40208
0,1,Dark - street lights,Dry,37.7525507,-122.3926594
0,1,Daylight,Dry,37.7643819,-122.3878885
0,1,Dark - street lights,Dry,37.7369722,-122.3995063
0,1,Daylight,Dry,37.7786384,-122.4317661
0,1,Daylight,Dry,37.7811915,-122.4588743
0,1,Daylight,Dry,37.7229855,-122.4521753
0,1,Daylight,Dry,37.7850417,-122.4004492
0,1,Dark - street lights,Dry,37.7702021,-122.4367448
0,1,Dark - street lights,Dry,37.7860424,-122.4114022
0,1,Daylight,Dry,37.7604295,-122.3894904
0,1,Dusk - dawn,Dry,37.7829122,-122.4208511
0,0,Daylight,Dry,37.74726,-122.403636
0,1,Dusk - dawn,Dry,37.770903,-122.4180085
0,2,Daylight,Dry,37.7855345,-122.4078213
0,1,Daylight,Dry,37.7749295,-122.4194155
0,1,Daylight,Dry,37.7697121,-122.4178256
0,1,Dark - street lights,Dry,37.7969382,-122.4053472
0,1,Dark - street lights,Dry,37.7787499,-122.4147239
0,1,Dark - street lights,Dry,37.7615676,-122.4237799
0,1,Daylight,Dry,37.7777098,-122.4315744
0,1,Daylight,Dry,37.7650501,-122.4196959
0,1,Daylight,Dry,37.7104336,-122.4131678
0,1,Daylight,Dry,37.7703661,-122.4097209
0,1,Dusk - dawn,Dry,37.7959187,-122.4217837
0,1,Daylight,Dry,37.7865944,-122.4931339
0,1,Daylight,Dry,37.7862266,-122.4019649
0,1,Daylight,Dry,37.7527948,-122.4091354
0,1,Daylight,Dry,37.7628926,-122.428515
0,1,Daylight,Dry,37.8077201,-122.4123478
0,1,Daylight,,37.740018,-122.3995409
0,1,Daylight,Dry,37.7848,-122.4212355
0,1,Daylight,Dry,37.8051592,-122.4473383
0,1,Dark - street lights,Dry,37.7996171,-122.4090944
0,1,Daylight,Dry,37.7698864,-122.422401
0,1,Dark - street lights,Dry,37.7762561,-122.4279179
0,1,Daylight,Dry,37.7877958,-122.4200826
0,1,Daylight,Dry,37.7749295,-122.4194155
0,1,Daylight,Dry,37.7885245,-122.4067774
0,1,Daylight,Dry,37.75051130000001,-122.4205121
0,1,Daylight,Dry,37.7725583,-122.4069208
0,2,Dark - street lights,Dry,37.7832886,-122.4026768
0,1,Dark - street lights,Dry,37.7758026,-122.4278224
0,1,Daylight,Dry,37.7936817,-122.4111903
0,1,Dusk - dawn,Dry,37.7772694,-122.4585952
0,1,Daylight,Dry,37.7229162,-122.4447105
0,1,Dark - street lights,Dry,37.76439500000001,-122.453516
0,1,Dark - street lights,Dry,37.7851546,-122.4330625
0,1,Dark - street lights,Dry,37.7711517,-122.445525
0,1,Daylight,Dry,37.7728595,-122.4186471
0,1,Daylight,Dry,37.73102009999999,-122.4719164
0,1,Daylight,Dry,37.7654716,-122.4959973
0,1,Daylight,Dry,37.7730402,-122.4063261
0,0,Daylight,Dry,37.7698864,-122.422401
0,1,Daylight,Dry,37.7229162,-122.4447105
0,1,Daylight,Dry,37.7902668,-122.4005699
0,1,Dusk - dawn,Dry,37.7785464,-122.4250283
0,1,Dark - street lights,Dry,37.722,-122.433606
0,1,Daylight,Dry,37.7762362,-122.4115649
0,1,Daylight,Dry,37.7695284,-122.450716
0,1,Daylight,Dry,37.7803142,-122.4185632
0,1,Dark - street lights,Dry,37.77065959999999,-122.4248935
0,1,Daylight,Dry,37.76479399999999,-122.4025509
0,1,Daylight,Dry,37.7263487,-122.4085491
0,1,Daylight,Dry,37.7826178,-122.4156499
0,1,Daylight,Wet,37.7287468,-122.389965
0,1,Dark - street lights,Dry,37.780519,-122.412491
0,1,Dark - street lights,Dry,37.7631738,-122.4239119
0,1,Daylight,Dry,37.7628873,-122.412899
0,1,Daylight,Dry,37.7343386,-122.4295661
0,1,Daylight,Dry,37.7697411,-122.40497
0,1,Daylight,Dry,37.7757562,-122.4529537
0,1,Dusk - dawn,Dry,37.7697455,-122.4245719
0,1,Dusk - dawn,Dry,37.7851343,-122.4635061
0,1,Daylight,Dry,37.7717936,-122.4236635
0,1,Dusk - dawn,Dry,37.7820516,-122.4011305
0,1,Daylight,Dry,37.725094,-122.437934
0,1,Daylight,Dry,37.7822646,-122.4102691
0,1,Dark - street lights,Dry,37.748031,-122.490009
0,1,Daylight,Dry,37.7186044,-122.4412775
0,1,Dusk - dawn,Dry,37.7554455,-122.3870736
0,1,Daylight,Dry,37.7726718,-122.4149928
0,1,Dark - street lights,Dry,37.7732534,-122.4289649
0,1,Dark - street lights,Dry,37.7820516,-122.4011305
0,1,Daylight,Dry,37.7395905,-122.4070669
0,1,Daylight,Dry,37.7692956,-122.4072158
0,1,Daylight,Dry,37.7695284,-122.450716
0,1,Dark - street lights,Dry,37.7163924,-122.441082
0,1,Daylight,Dry,37.7750353,-122.4713756
0,1,Dark - street lights,Dry,37.7803142,-122.4185632
0,1,Dark - street lights,Dry,37.7790004,-122.4216817
0,1,Dark - street lights,Dry,37.7695897,-122.4076463
0,1,Daylight,Dry,37.756949,-122.420338
0,1,Dark - street lights,Dry,37.7764647,-122.4262985
0,1,Dark - street lights,Dry,37.7888127,-122.4019875
0,1,Daylight,Dry,37.7959187,-122.4217837
0,1,Dark - street lights,Wet,37.7731845,-122.4185845
0,0,Dark - street lights,Dry,37.77793610000001,-122.4297694
0,1,Daylight,Dry,37.7650501,-122.4196959
0,1,Daylight,Dry,37.7395905,-122.4070669
0,5,Daylight,Dry,37.7857417,-122.4851149
0,1,Daylight,Dry,37.7639669,-122.5104321
0,1,Daylight,Dry,37.7717936,-122.4236635
0,1,Daylight,Dry,37.7536939,-122.4208356
0,1,Daylight,Dry,37.7388287,-122.4239547
0,1,Dark - street lights,Dry,37.7957278,-122.4234944
0,1,Dark - street lights,Dry,37.7649061,-122.4218982
0,1,Dusk - dawn,Dry,37.7794901,-122.4251844
0,1,Daylight,Dry,37.7771504,-122.4247246
0,0,Dark - street lights,Wet,37.7303195,-122.3998205
0,1,Daylight,Dry,37.7801115,-122.4201856
0,2,Dark - street lights,Dry,37.7677316,-122.4289155
0,1,Dark - street lights,Dry,37.7598512,-122.4767623
0,1,Dark - street lights,Dry,37.7627184,-122.4351786
0,1,Daylight,Dry,37.8361592,-122.4835431
0,0,Daylight,Dry,37.7917852,-122.3982549
0,1,Daylight,Dry,37.77994940000001,-122.3896419
0,1,Daylight,Dry,37.7186853,-122.4433034
0,1,Daylight,Slippery (muddyy, oily, etc.),37.7584974,-122.4212866
0,1,Daylight,Dry,37.7817369,-122.4188468
0,1,Daylight,Dry,37.7840697,-122.4193232
0,1,Daylight,Dry,37.7729898,-122.4458971
0,1,Daylight,Dry,37.7711983,-122.4302345
0,1,Dark - street lights,Dry,37.7634263,-122.4195461
0,1,Daylight,Dry,37.7657823,-122.4075633
0,1,Daylight,Dry,37.781827,-122.391945
0,1,Dark - street lights,Dry,37.7657065,-122.4359019
0,1,Daylight,Dry,37.7756387,-122.4328354
0,1,Dark - street lights,Dry,37.7309146,-122.4105853
0,1,Dark - street lights,Dry,37.78912,-122.402029
0,1,Daylight,Dry,37.7840697,-122.4193232
0,1,Daylight,Dry,37.7421386,-122.4258412
0,1,Daylight,Dry,37.7758481,-122.4311801
0,1,Daylight,Dry,37.7714822,-122.4540587
0,1,Daylight,Dry,37.799334,-122.4106624
0,1,Daylight,Dry,37.7864809,-122.4452075
0,1,Dark - street lights,Dry,37.7680117,-122.4244044
0,1,Dark - street lights,Dry,37.7778031,-122.4383216
0,1,Daylight,Dry,37.8052397,-122.4172667
0,1,Daylight,Dry,37.778335,-122.4266661
0,1,Daylight,Dry,37.75051130000001,-122.4205121
0,1,Daylight,Dry,37.7798948,-122.5062273
0,1,Dark - street lights,Dry,37.770212,-122.4201968
0,1,Dark - street lights,Wet,37.7805398,-122.4761812
0,1,Dusk - dawn,Wet,37.77065959999999,-122.4248935
0,1,Daylight,Dry,37.7890331,-122.3965399
0,1,Daylight,Wet,37.7660773,-122.4773026
0,1,Daylight,Dry,37.76760000000001,-122.4311689
0,1,Daylight,Wet,37.765183,-122.417487
0,1,Dark - street lights,Dry,37.74103789999999,-122.4228308
0,1,Daylight,Dry,37.776565,-122.4174666
0,1,Dark - street lights,Dry,37.7360524,-122.4244946
0,1,Dusk - dawn,Dry,37.77948749999999,-122.4023551
0,1,Dark - street lights,Dry,37.7840284,-122.4080265
0,2,Daylight,Dry,37.7879152,-122.4010047
0,1,Dark - street lights,Wet,37.7916451,-122.4411461
0,1,Daylight,Dry,37.7918601,-122.3950128
0,1,Dark - street lights,Dry,37.7718892,-122.4473139
0,1,Dark - street lights,Dry,37.780519,-122.412491
0,1,Daylight,Dry,37.7865944,-122.4931339
0,1,Daylight,Dry,37.776565,-122.4174666
0,1,Dark - street lights,Dry,37.75750840000001,-122.3960337
0,1,Daylight,Dry,37.7830235,-122.4124505
0,1,Dark - street lights,Dry,37.7483103,-122.4136852
0,1,Daylight,Dry,37.7618975,-122.4372867
0,1,Dark - street lights,Dry,37.7630218,-122.4263256
0,1,Daylight,Dry,37.7717936,-122.4236635
0,1,Daylight,Dry,37.7237072,-122.4551045
0,1,Daylight,Dry,37.7912164,-122.4007711
0,1,Daylight,Dry,37.7685411,-122.4156536
0,1,Dark - street lights,Dry,37.7857218,-122.4058947
0,1,Dark - street lights,Dry,37.7698864,-122.422401
0,1,Daylight,Dry,37.773084,-122.4220088
0,1,Daylight,Dry,37.7710594,-122.4387011
0,1,Daylight,Dry,37.7893343,-122.4305478
0,1,Dark - street lights,Dry,37.7843313,-122.3951251
0,1,Daylight,Dry,37.7696115,-122.4133281
0,1,Daylight,Dry,37.7820516,-122.4011305
0,1,Daylight,Dry,37.7888127,-122.4019875
0,1,Daylight,Dry,37.7591385,-122.4108525
0,1,Daylight,Dry,37.7713413,-122.4053952
0,1,Dark - street lights,Wet,37.7522409,-122.4184616
0,0,Dark - street lights,Dry,37.7720926,-122.445722
0,1,Daylight,Wet,37.806422,-122.4374516
0,1,Daylight,Dry,37.7859468,-122.419701
0,1,Daylight,Dry,37.7165991,-122.4311671
0,1,Daylight,Wet,37.7974883,-122.410326
0,1,Dusk - dawn,Dry,37.7717882,-122.4405315
0,1,Daylight,Dry,37.7833201,-122.4175543
0,0,Daylight,Dry,37.7617364,-122.4208709
0,1,Daylight,Wet,37.732298,-122.4350159
0,1,Dark - street lights,Dry,37.7690679,-122.4200704
0,2,Daylight,Dry,37.7749295,-122.4194155
0,1,Daylight,Dry,37.7764125,-122.4194287
0,1,Daylight,Dry,37.7749295,-122.4194155
0,1,Daylight,Dry,37.7785012,-122.418194
0,1,Dark - street lights,Dry,37.7779902,-122.4093395
0,1,Daylight,Dry,37.7544598,-122.4083576
0,1,Daylight,Dry,37.7814219,-122.4092577
0,1,Daylight,Dry,37.77605020000001,-122.4295344
0,1,Daylight,Dry,37.7793549,-122.433596
0,2,Daylight,Dry,37.777228,-122.4640135
0,1,Dark - street lights,Dry,37.773225,-122.4218253
0,1,Daylight,Dry,37.7783349,-122.396516
0,1,Daylight,Dry,37.7821612,-122.4416307
0,1,Dark - street lights,Dry,37.7186089,-122.4784878
0,1,Daylight,Dry,37.7746772,-122.4135793
0,1,,Dry,37.79451,-122.40136
0,1,Daylight,Dry,37.7817369,-122.4188468
0,1,Daylight,Dry,37.7816902,-122.4154651
0,2,Dark - street lights,Dry,37.7967918,-122.4303599
0,1,Dark - street lights,Dry,37.7803142,-122.4185632
0,1,Daylight,Dry,37.7808362,-122.3995675
0,1,Daylight,Dry,37.7236161,-122.4007852
0,3,Daylight,Wet,37.755576,-122.4165773
0,1,Daylight,Dry,37.7817727,-122.4902326
0,1,Daylight,Dry,37.7717936,-122.4236635
0,1,Daylight,Wet,37.74082900000001,-122.449198
0,1,Dark - street lights,Dry,37.75698800000001,-122.419689
0,1,Daylight,Dry,37.7785012,-122.418194
0,1,Dark - street lights,Dry,37.7693062,-122.4315431
0,1,Daylight,Dry,37.7695284,-122.450716
0,1,Daylight,Dry,37.7867979,-122.3982186
0,1,Daylight,Dry,37.7636371,-122.4162536
0,1,Dark - street lights,Wet,37.7545716,-122.401598
0,1,Daylight,Dry,37.7729898,-122.4458971
0,1,Dark - street lights,Dry,37.7462209,-122.4247077
0,1,Daylight,Dry,37.7698864,-122.422401
0,1,Daylight,Dry,37.794274,-122.4030223
0,2,Daylight,Dry,37.788119,-122.4100171
0,1,Dark - street lights,Dry,37.7761782,-122.458512
0,1,Dark - street lights,Dry,37.7674538,-122.4288923
0,0,Daylight,Dry,37.7482566,-122.411481
0,1,Daylight,Dry,37.7790595,-122.4018195
0,1,Daylight,Dry,37.7842174,-122.4775235
0,1,Daylight,Dry,37.7727217,-122.4407274
0,1,Daylight,Dry,37.7597406,-122.4010772
0,1,Daylight,Dry,37.7815217,-122.4048923
0,1,Daylight,Dry,37.7611692,-122.4305587
0,1,Daylight,Dry,37.777319,-122.449571
0,1,Daylight,Dry,37.7767394,-122.4140734
0,1,Dark - street lights,Dry,37.7697121,-122.4178256
0,1,Daylight,Dry,37.7245691,-122.4591736
0,1,Daylight,Dry,37.7710594,-122.4387011
0,1,Daylight,Dry,37.7910818,-122.3991591
0,1,Daylight,Dry,37.788191,-122.4469592
0,1,Daylight,Dry,37.8188287,-122.3690446
0,1,Daylight,Dry,37.7692096,-122.4698186
0,1,Daylight,Dry,37.735387,-122.5031021
0,1,Daylight,Dry,37.7902668,-122.4005699
0,1,Daylight,Dry,37.7837335,-122.4143048
0,1,Daylight,Dry,37.7712867,-122.4369923
0,1,Dark - street lights,Dry,37.7555087,-122.4176652
0,1,Daylight,Dry,37.7888127,-122.4019875
0,1,Dark - street lights,Dry,37.7805416,-122.4169216
0,1,Daylight,Dry,37.7521725,-122.4195658
0,1,Dark - street lights,Dry,37.7729898,-122.4458971
0,1,Daylight,Dry,37.7880366,-122.3997638
0,1,Daylight,Dry,37.805146,-122.403233
0,1,Daylight,Dry,37.792984,-122.396627
0,1,Dark - street lights,Dry,37.7440518,-122.4208999
0,1,Daylight,Dry,37.7906252,-122.4056151
0,1,Daylight,Dry,37.7713413,-122.4053952
0,0,Dark - street lights,Dry,37.7742835,-122.4359416
0,1,Dark - street lights,Dry,37.7837335,-122.4143048
0,1,Daylight,Dry,37.7949563,-122.4081666
0,1,Dark - street lights,Dry,37.7717936,-122.4236635
0,2,Daylight,Dry,37.7876818,-122.403397
0,1,Daylight,Dry,37.763516,-122.4782414
0,1,Daylight,Dry,37.7830235,-122.4124505
0,1,Daylight,Dry,37.7554343,-122.4187616
0,1,Daylight,Dry,37.7406614,-122.4650435
0,1,Daylight,Dry,37.7788692,-122.4301307
0,1,Daylight,Dry,37.7344055,-122.4035836
0,1,Daylight,Dry,37.7953766,-122.3936706
0,1,Daylight,Dry,37.7985407,-122.397106
0,1,Dark - street lights,Dry,37.773784,-122.4116144
0,1,Daylight,Dry,37.7642588,-122.4113412
0,1,Daylight,Dry,37.7641347,-122.4641668
0,2,Daylight,Dry,37.7908385,-122.3994555
0,1,Daylight,Dry,37.775012,-122.4100517
0,1,Daylight,Dry,37.7910818,-122.3991591
0,1,Dark - street lights,Dry,37.7868566,-122.4199049
0,1,Daylight,Dry,37.7347216,-122.4752191
0,1,Daylight,Dry,37.7710264,-122.4196569
0,1,Daylight,Dry,37.7855623,-122.3966585
0,1,Daylight,Dry,37.74726,-122.403636
0,1,Daylight,Dry,37.7156424,-122.4394692
0,1,Daylight,Dry,37.7781173,-122.4061144
